River,Location,pH,Turbidity,Temperature,DO,BOD,EC,Nitrate,Fecal_Coliform,City,Latitude,Longitude
Kaveri,E,8.72,13.63,32.65,7.01,6.7,340.82,10.23,4189,Thanjavur,10.787,79.1378
Ganga,D,6.96,5.82,24.08,2.44,1.9,265.15,5.35,4164,Varanasi,25.3176,82.9739
Yamuna,B,7.43,11.26,28.27,8.69,6.44,251.43,12.7,1054,New Delhi,28.6139,77.209
Yamuna,B,6.68,10.22,17.8,6.1,2.09,695.8,23.84,2214,New Delhi,28.6139,77.209
Mahanadi,A,7.92,14.04,22.27,6.22,1.71,102.4,14,3912,Raipur,21.2514,81.6296
Krishna,E,8.94,12.49,14.84,6.49,5.75,558.21,16.17,1362,Machilipatnam,16.1875,81.1389
Yamuna,D,7.81,8.93,16.74,3.37,4.63,179.62,29.86,1606,Agra,27.1767,78.0081
Brahmaputra,B,7.07,10.2,12.02,3.58,6.3,308.38,12.03,585,Tezpur,26.633,92.8
Narmada,E,7.94,13.58,12.9,4.55,1.8,96.16,18.5,689,Bharuch,21.7051,72.9959
Narmada,A,6.37,6.59,34.48,6.75,4.88,252.48,11.02,4308,Amarkantak,22.6744,81.7597
Kaveri,C,8.67,5.58,17.57,3.68,2.57,626.32,11.84,3722,Erode,11.341,77.7172
Mahanadi,E,7.51,1.15,27.26,2.93,9.88,713.76,20.9,3838,Paradip,20.316,86.6103
Ganga,E,7.35,12.57,31.3,9.76,6.05,216.15,28.14,1139,Kolkata,22.5726,88.3639
Krishna,C,7.76,12.21,24.67,2.18,7.19,397.66,16.32,3914,Vijayawada,16.5062,80.648
Ganga,E,7.87,2.46,15.52,8.42,3.93,402.74,23.08,3203,Kolkata,22.5726,88.3639
Yamuna,A,6.22,9.08,28.75,8.3,1.85,705.18,2.77,327,Uttarkashi,30.7298,78.4434
Mahanadi,A,8.05,7.5,25.81,4.38,9.78,622.1,6.41,3706,Raipur,21.2514,81.6296
Kaveri,C,6.73,2.66,28.82,3.09,3.58,434.81,15.11,4511,Erode,11.341,77.7172
Ganga,D,8.14,14.73,29.7,3.17,4.81,553.06,0.7,3006,Varanasi,25.3176,82.9739
Brahmaputra,B,8.47,4.01,34.43,7.58,6.85,685.52,7.66,3604,Tezpur,26.633,92.8
Narmada,D,8.41,1.94,25.19,7.14,1.22,57.15,15.57,3219,Vadodara,22.3072,73.1812
Yamuna,E,7.66,9.33,19.86,8.26,8.29,352.17,0.55,2552,Prayagraj,25.4358,81.8463
Kaveri,B,7.56,11.34,26.91,9.5,5.83,730.43,8.01,688,Mysuru,12.2958,76.6394
Ganga,C,6.43,1.45,13.57,7.54,3.5,605.23,15.47,1899,Patna,25.5941,85.1376
Krishna,C,8.33,10.22,32.64,3.25,1.55,457.13,17.24,1653,Vijayawada,16.5062,80.648
Brahmaputra,B,6.81,8.45,14.75,3.95,2.46,447.23,27.78,844,Tezpur,26.633,92.8
Brahmaputra,A,7.49,2.45,19.54,8.74,9.06,310.83,19.4,2251,Dibrugarh,27.4728,94.911
Ganga,B,6.85,3.42,30.76,3.67,7.17,440.39,12.5,2365,Kanpur,26.4499,80.3319
Narmada,E,6.4,8.95,25.74,2.58,3.25,541.54,27.92,1678,Bharuch,21.7051,72.9959
Ganga,A,7.89,5.15,21.05,7.63,1.59,363.77,23.57,2563,Rishikesh,30.0869,78.2676
Yamuna,C,6.16,14.14,22.89,5.22,7.22,585.61,6.08,290,Mathura,27.4924,77.6737
Ganga,B,8.25,12.46,31.65,9.36,6.15,695.92,4.01,2772,Kanpur,26.4499,80.3319
Brahmaputra,D,6.95,14.77,19.82,7.2,4.64,166.01,20.31,4713,Goalpara,26.17,90.62
Kaveri,D,6,4.64,32,2.72,4.27,388.66,16.84,4588,Tiruchirappalli,10.7905,78.7047
Ganga,E,7.53,14.58,14.03,9.58,2.95,356.02,23.71,1256,Kolkata,22.5726,88.3639
Narmada,D,6.14,7.04,29.87,4.07,7.03,565.6,22.19,1782,Vadodara,22.3072,73.1812
Mahanadi,B,6.83,5.87,31.49,4.7,9.74,237.4,18.79,2174,Sambalpur,21.4669,83.9812
Kaveri,B,8.12,1.7,16.18,5.22,2.58,530.19,29.59,201,Mysuru,12.2958,76.6394
Krishna,D,6.19,1.74,21.9,2.41,6.37,708.12,16.05,2845,Guntur,16.3067,80.4365
Godavari,B,8.52,10.69,15.81,5.97,4.82,363.6,3.48,2675,Nanded,19.16,77.31
Ganga,E,6.01,7.41,28.25,2.99,5.02,733.26,24.87,2573,Kolkata,22.5726,88.3639
Narmada,A,6.74,4.17,24.31,5.21,3.29,794.87,7.63,316,Amarkantak,22.6744,81.7597
Kaveri,E,8.22,9.6,26.61,4.81,8.43,129.57,23.34,541,Thanjavur,10.787,79.1378
Narmada,E,6.95,4.54,16.52,8.18,5.37,224.79,28.72,4227,Bharuch,21.7051,72.9959
Krishna,B,6.31,9.09,16.87,8.43,5.89,762.78,20.93,2706,Sangli,16.8524,74.5815
Brahmaputra,A,7.08,6.03,12.95,3.23,3.74,768.75,17.92,4697,Dibrugarh,27.4728,94.911
Narmada,B,6.81,12.53,19.41,4.93,2.64,123.28,13.87,68,Jabalpur,23.1815,79.9864
Kaveri,C,8.53,12.49,24.87,4.99,1.77,61.25,11,1583,Erode,11.341,77.7172
Narmada,B,6.94,7.68,31.73,3.21,7.43,170.83,10.65,1150,Jabalpur,23.1815,79.9864
Narmada,B,8.37,5.91,27.34,8.39,2.77,797.01,19.13,1820,Jabalpur,23.1815,79.9864
Narmada,B,8.68,6.08,22.01,7.66,7.21,185,22.56,3208,Jabalpur,23.1815,79.9864
Yamuna,A,7.3,12.28,33.92,3.52,4.51,426.91,20.39,3486,Uttarkashi,30.7298,78.4434
Yamuna,B,8.73,5.59,28.54,4.93,4.74,686.31,6.03,4504,New Delhi,28.6139,77.209
Brahmaputra,A,7.13,3.93,33.39,2.85,5.22,65.3,14.87,2572,Dibrugarh,27.4728,94.911
Ganga,D,8.89,2.19,24.13,7.03,4.31,503.37,23.77,2862,Varanasi,25.3176,82.9739
Narmada,C,6.27,7.53,17.95,2.97,1.91,257.77,14.32,951,Hoshangabad,22.7441,77.7369
Krishna,A,8.06,7.75,13.22,9.89,3.79,696.75,16.15,4633,Mahabaleshwar,17.9307,73.6477
Ganga,D,7.48,12.77,28.7,8.25,6.97,262.6,23.16,1784,Varanasi,25.3176,82.9739
Krishna,A,7.16,4.1,14.79,5.12,6.99,565.07,19.87,1431,Mahabaleshwar,17.9307,73.6477
Ganga,A,7.9,6.33,18.96,6.63,3.58,555.66,12.34,445,Rishikesh,30.0869,78.2676
Brahmaputra,C,8.11,12.32,24.25,9.29,5.14,216.12,26.87,849,Guwahati,26.1445,91.7362
Narmada,E,6.01,12.53,24.98,6.43,2.74,76.1,4.96,4011,Bharuch,21.7051,72.9959
Narmada,E,6.5,6.38,25.81,3.4,2.89,356.94,29.87,4465,Bharuch,21.7051,72.9959
Godavari,A,8.14,7.43,15.82,5.03,1.21,266.89,3.65,4969,Nashik,19.9975,73.7898
Krishna,B,8,5.25,20.73,8.75,9.07,656.73,0.55,2691,Sangli,16.8524,74.5815
Ganga,D,8.9,14.06,26.2,7.15,2.9,650.27,26.71,1660,Varanasi,25.3176,82.9739
Ganga,B,8.28,2.66,34.31,7.21,3.05,392.77,7.42,1255,Kanpur,26.4499,80.3319
Mahanadi,B,8.85,14.07,28.74,8.93,3.52,504.88,21.92,2271,Sambalpur,21.4669,83.9812
Mahanadi,A,8.11,10.57,33.22,9.15,2.15,503.19,24.35,925,Raipur,21.2514,81.6296
Yamuna,A,6.89,8.44,29.53,9.36,6.75,670.37,25.78,2649,Uttarkashi,30.7298,78.4434
Godavari,A,6.32,1.46,25.61,2.76,1.68,368.75,29.75,3899,Nashik,19.9975,73.7898
Kaveri,A,8.35,7.66,16.42,6.35,2.21,256.59,8.89,4491,Kodagu,12.3375,75.8069
Mahanadi,E,7.93,6.71,27.33,7.92,6.8,248.78,21.34,1336,Paradip,20.316,86.6103
Kaveri,A,6.14,3.26,26.34,8.06,4.06,452.14,3.55,3368,Kodagu,12.3375,75.8069
Yamuna,E,7.08,10.19,25.86,6.85,7.37,386.86,12.26,1595,Prayagraj,25.4358,81.8463
Yamuna,E,8.87,14.6,23.27,3.33,6.02,380.09,25.45,3378,Prayagraj,25.4358,81.8463
Yamuna,A,7.5,8.87,24.16,8.38,3.3,118.35,11.09,398,Uttarkashi,30.7298,78.4434
Krishna,C,7.3,11.01,19.69,7.76,6.86,588.95,17.77,2801,Vijayawada,16.5062,80.648
Krishna,D,7.37,1.96,23.94,2.69,2.05,210.3,15.16,3342,Guntur,16.3067,80.4365
Brahmaputra,B,6.63,6.85,16.54,5.71,5.83,197.72,19.41,713,Tezpur,26.633,92.8
Brahmaputra,E,7.11,2.63,30.52,3.39,4.93,359.57,29.19,2830,Dhubri,26.0222,89.9856
Yamuna,D,7.11,9.58,16.27,4.7,3.41,220.83,1.77,4969,Agra,27.1767,78.0081
Godavari,C,6.16,14.14,13.95,2.14,6.44,487.89,17.26,1069,Adilabad,19.6667,78.5333
Ganga,B,8.3,10.26,22.03,5.2,8.84,328.6,25.9,4184,Kanpur,26.4499,80.3319
Krishna,B,7.25,2.08,27.14,6.4,9.99,386.68,14.49,1308,Sangli,16.8524,74.5815
Godavari,E,8.47,5.97,22.07,6.96,6.47,452.88,2.45,1311,Kakinada,16.9891,82.2475
Narmada,A,8.55,8.71,18.37,7.31,4.64,202.65,16.86,683,Amarkantak,22.6744,81.7597
Krishna,C,6.64,6.64,24.84,8.69,3.03,166.81,10.03,2369,Vijayawada,16.5062,80.648
Krishna,E,7.97,12.67,19.98,3.72,3.31,710.32,4.73,4309,Machilipatnam,16.1875,81.1389
Brahmaputra,C,7.42,12.41,33.46,2.96,5.32,375.29,25.49,4122,Guwahati,26.1445,91.7362
Ganga,A,8.64,9.57,33.22,8.81,4.31,359.07,15.7,4581,Rishikesh,30.0869,78.2676
Ganga,A,6.65,6.23,23.55,3.25,9.22,76.71,28,3592,Rishikesh,30.0869,78.2676
Mahanadi,E,8.03,4.57,19.54,9.8,4.31,423.48,24.2,1026,Paradip,20.316,86.6103
Kaveri,A,7.82,2.48,28.95,8.74,4.36,465.63,20.82,219,Kodagu,12.3375,75.8069
Kaveri,D,6.89,5.97,12.84,6.01,4.45,469.13,0.25,508,Tiruchirappalli,10.7905,78.7047
Kaveri,B,6.41,6.78,22.92,9.85,8.53,580.27,12.89,438,Mysuru,12.2958,76.6394
Kaveri,E,7.95,10.46,19.74,2.78,6.86,183.11,6,3649,Thanjavur,10.787,79.1378
Narmada,C,8.22,10.21,33.17,4.42,6.53,239.17,27.33,3161,Hoshangabad,22.7441,77.7369
Narmada,D,6.95,1.98,12.28,7.11,4.01,658.05,5.32,2115,Vadodara,22.3072,73.1812
Krishna,E,7.93,6.53,24.71,4.8,8.36,760.38,8.65,1563,Machilipatnam,16.1875,81.1389
Yamuna,A,7.19,3.54,29.04,9.43,1.35,151.95,15.55,3216,Uttarkashi,30.7298,78.4434
Brahmaputra,A,8.14,3.2,23.16,2.53,8.84,423.24,7.97,2579,Dibrugarh,27.4728,94.911
Brahmaputra,A,6.6,12.58,13.96,6.4,5.61,210.63,6.37,2638,Dibrugarh,27.4728,94.911
Kaveri,A,8.67,1.59,34.37,6.73,4.58,95.05,18.01,1886,Kodagu,12.3375,75.8069
Krishna,C,6.86,6.87,23.91,7.22,5.47,294.13,2.76,1077,Vijayawada,16.5062,80.648
Mahanadi,D,7.1,3.35,26.13,4.05,7.01,157.77,1.84,1516,Bhubaneswar,20.2961,85.8245
Godavari,B,6.17,13.31,17.44,4.92,1.11,582.45,11.23,3023,Nanded,19.16,77.31
Yamuna,C,6.33,8.8,23.12,8.75,8.84,450.29,21.65,1677,Mathura,27.4924,77.6737
Krishna,C,7.55,4.24,21.87,3.56,5.02,157.88,16.69,4598,Vijayawada,16.5062,80.648
Yamuna,B,6.8,8.03,13.72,8.61,4.09,56.93,12.74,4710,New Delhi,28.6139,77.209
Yamuna,B,8.51,11.24,14.44,6.5,2.24,656.12,17.02,4076,New Delhi,28.6139,77.209
Yamuna,A,6.04,14.41,31.26,8.1,4.96,182.15,11.03,957,Uttarkashi,30.7298,78.4434
Krishna,C,7.14,4.09,17.52,7.71,5.47,504.66,28.09,4399,Vijayawada,16.5062,80.648
Kaveri,E,7.01,13.41,16.48,3.66,4.63,302.69,1.74,1181,Thanjavur,10.787,79.1378
Brahmaputra,B,6.06,14.08,23.61,6.55,7.11,489.11,20.23,181,Tezpur,26.633,92.8
Brahmaputra,B,6.37,13.83,29.68,8.94,4.79,286.74,26.75,4636,Tezpur,26.633,92.8
Kaveri,D,7.24,9.9,13.42,5.46,9.65,115.2,24.14,1153,Tiruchirappalli,10.7905,78.7047
Yamuna,E,7.48,9.82,25.27,9.73,6.39,217.21,5.6,1869,Prayagraj,25.4358,81.8463
Godavari,E,7.21,6.64,14.74,5.62,8.27,191.04,8.95,2198,Kakinada,16.9891,82.2475
Ganga,B,7.59,11.53,12.84,3.14,1.98,371.01,21.54,2503,Kanpur,26.4499,80.3319
Krishna,A,7.79,8.44,13.21,5.12,4.58,543.71,2.62,3587,Mahabaleshwar,17.9307,73.6477
Ganga,D,6.03,10.48,31.19,9.61,4.03,247.85,24.37,198,Varanasi,25.3176,82.9739
Mahanadi,E,7.39,7,14.71,4.56,6.13,59.05,21.6,4086,Paradip,20.316,86.6103
Kaveri,B,8.89,11.24,13.04,8.94,8.75,439.2,21.92,167,Mysuru,12.2958,76.6394
Godavari,E,7.56,12.54,22.07,9.05,1.71,504.32,3.1,2727,Kakinada,16.9891,82.2475
Krishna,D,8.03,3.05,31.41,4.8,1.65,772.15,21.56,1980,Guntur,16.3067,80.4365
Kaveri,D,6.94,12.66,18.04,2.67,8.65,492.1,20.43,255,Tiruchirappalli,10.7905,78.7047
Yamuna,C,8.32,8.56,21.7,7.8,2.92,403.38,24.94,2913,Mathura,27.4924,77.6737
Brahmaputra,B,8.32,12.83,12.92,4.49,7.02,480.05,1.34,2805,Tezpur,26.633,92.8
Ganga,D,7.56,7.04,22.33,8.26,5.89,745.93,0.79,3834,Varanasi,25.3176,82.9739
Narmada,C,8.93,6.31,25.29,5.54,8.5,671.28,11.25,2387,Hoshangabad,22.7441,77.7369
Narmada,C,6.38,13.81,25.13,5.88,2.13,292.23,4.55,859,Hoshangabad,22.7441,77.7369
Godavari,E,6.05,4.52,19.65,8.22,2.17,227.94,16.8,1820,Kakinada,16.9891,82.2475
Yamuna,E,8.31,12.82,19.26,5.06,6.01,246.98,27.53,3996,Prayagraj,25.4358,81.8463
Mahanadi,C,8.42,7.78,14.45,5.55,9.52,428.32,11.81,2136,Cuttack,20.4625,85.8828
Ganga,E,6.36,8.2,20.44,5.01,4.73,608.04,25.36,4274,Kolkata,22.5726,88.3639
Yamuna,D,6.8,5.32,14.29,4.94,3.94,427.41,0.11,3040,Agra,27.1767,78.0081
Ganga,A,6.05,9.02,29.63,6.21,6.46,100.85,5.14,2317,Rishikesh,30.0869,78.2676
Godavari,D,6.88,5.55,34.22,8.47,9.37,592.69,1.01,3086,Rajahmundry,17.0005,81.804
Godavari,C,8.32,1.55,34.31,4.89,8.53,654.48,9.91,2354,Adilabad,19.6667,78.5333
Mahanadi,C,7.55,4.81,31.9,6.19,9.96,267.12,27.25,629,Cuttack,20.4625,85.8828
Narmada,D,7.04,1.09,25.82,7.37,1.2,548.09,3,2912,Vadodara,22.3072,73.1812
Yamuna,E,7.12,14.7,28.12,4.16,2.02,369.94,18.23,2417,Prayagraj,25.4358,81.8463
Krishna,E,6,14.52,18.56,4.22,6.49,716.84,13.6,4462,Machilipatnam,16.1875,81.1389
Narmada,C,6.9,6.53,26.51,9.47,8.39,683.92,28.16,3014,Hoshangabad,22.7441,77.7369
Yamuna,B,7.94,11.2,22.48,7.79,3.57,444.07,3.76,3924,New Delhi,28.6139,77.209
Narmada,E,8.92,5.84,23.09,6.62,3.15,568.63,6.44,2496,Bharuch,21.7051,72.9959
Krishna,D,8.54,10.4,29.43,7.18,8.08,712.51,0.98,3412,Guntur,16.3067,80.4365
Brahmaputra,E,6.07,12.28,18.48,2.23,1.51,421.79,13.07,3606,Dhubri,26.0222,89.9856
Brahmaputra,D,8.7,14.25,19.31,6.94,4.32,284.94,8.41,1687,Goalpara,26.17,90.62
Mahanadi,C,8.35,6.6,33.27,6.08,5.55,615.25,26.11,4049,Cuttack,20.4625,85.8828
Brahmaputra,E,8.34,11.97,13.29,6.37,6.04,215.05,18.19,1314,Dhubri,26.0222,89.9856
Brahmaputra,D,7.37,4.72,23.17,4.88,7.56,341.4,18.46,4103,Goalpara,26.17,90.62
Kaveri,C,7.19,14.86,32.99,2.65,4.19,699.3,16,1973,Erode,11.341,77.7172
Ganga,B,6.91,1.36,26.04,3.55,6.51,593.32,2.85,3317,Kanpur,26.4499,80.3319
Kaveri,D,6.2,9.45,24.57,9.61,6.27,352.86,13.41,1371,Tiruchirappalli,10.7905,78.7047
Kaveri,B,6.68,10.23,17.74,5.27,5.93,211.06,29.99,4304,Mysuru,12.2958,76.6394
Mahanadi,B,6.74,10.63,19.9,5.73,6.76,316.98,25.07,1797,Sambalpur,21.4669,83.9812
Kaveri,A,7.45,2.69,31.6,2.42,3.34,263.08,26.81,1083,Kodagu,12.3375,75.8069
Brahmaputra,E,8.24,14.14,24.86,2.3,1.76,182.07,24.71,1175,Dhubri,26.0222,89.9856
Krishna,D,7.42,3.54,23.84,7.74,2.07,607.5,3.18,3609,Guntur,16.3067,80.4365
Mahanadi,B,6.17,9.72,14.29,6.3,3.02,239.05,6.9,2727,Sambalpur,21.4669,83.9812
Mahanadi,A,8.87,4.12,12.37,6.07,5.5,390.63,0.19,3163,Raipur,21.2514,81.6296
Godavari,C,8.83,5.3,34.16,3.94,8.56,339.39,9.17,4136,Adilabad,19.6667,78.5333
Mahanadi,D,8.36,8.65,20.67,7.96,7.31,786.56,3.35,3065,Bhubaneswar,20.2961,85.8245
Godavari,B,8.97,6.84,25.87,3.35,8.1,343.32,14.24,669,Nanded,19.16,77.31
Mahanadi,E,7.63,3.24,13.83,3.52,4.16,109.99,20.35,4652,Paradip,20.316,86.6103
Ganga,A,8.89,3.39,27.71,5.69,4.64,117.37,26.25,2592,Rishikesh,30.0869,78.2676
Brahmaputra,B,6.23,6.85,33.45,4.29,4.54,493.07,22.5,1139,Tezpur,26.633,92.8
Mahanadi,E,7.1,11.6,25.24,3.98,2.73,499.52,28.16,2284,Paradip,20.316,86.6103
Brahmaputra,B,6.68,13.57,14.9,7.16,1.55,364.07,1.71,4476,Tezpur,26.633,92.8
Brahmaputra,D,6.59,2.18,25.38,7.21,6.32,373.88,0.46,1478,Goalpara,26.17,90.62
Narmada,D,6.42,6.5,29.63,8.6,9.9,90.45,19.87,2112,Vadodara,22.3072,73.1812
Mahanadi,D,7.87,2.4,21.35,5.34,2.5,437.41,8.75,3276,Bhubaneswar,20.2961,85.8245
Yamuna,A,8.34,1.23,32.24,2.58,1.42,428.55,7.68,2481,Uttarkashi,30.7298,78.4434
Narmada,D,7.73,10.26,26.92,4.19,8.02,162.16,9.99,1161,Vadodara,22.3072,73.1812
Yamuna,E,6.44,9.43,32.68,9.84,3.27,127.88,8.17,102,Prayagraj,25.4358,81.8463
Brahmaputra,B,8.43,3.28,26.34,6.77,8.47,142.68,15.39,2576,Tezpur,26.633,92.8
Brahmaputra,C,7.91,4.27,15.02,7.68,7.34,125.77,13.26,1291,Guwahati,26.1445,91.7362
Narmada,E,7.16,1.33,19.12,2.06,9.51,507.28,15.42,2910,Bharuch,21.7051,72.9959
